id,transaction_date,quantity,project_id,project_name,project_short_code,durability,country,country_code,project_status,supplier,pathway,pathway_full
iss_1HJB45W9G1S07HB3,2023-12-23T10:40:23.654023+00:00,6.07,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0CJR4,2023-12-23T10:40:23.565210+00:00,6.7,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0HM55,2023-12-23T10:40:23.444159+00:00,6.27,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0PNJ6,2023-12-23T10:40:23.118878+00:00,5.84,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0VPZ7,2023-12-23T10:40:23.009045+00:00,6.74,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S00RC8,2023-12-23T10:40:22.941858+00:00,6.05,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S05SS9,2023-12-23T10:40:22.877547+00:00,5.74,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0AV6A,2023-12-23T10:40:22.822562+00:00,5.67,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0FWKB,2023-12-23T10:40:22.766478+00:00,5.77,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0MY0C,2023-12-23T10:40:22.707728+00:00,5.17,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0SZDD,2023-12-23T10:40:22.647906+00:00,6.88,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0Z0TE,2023-12-23T10:40:22.538490+00:00,5.96,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0427F,2023-12-23T10:40:22.478343+00:00,6.51,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S093MG,2023-12-23T10:40:22.424248+00:00,5.95,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0E51H,2023-12-23T10:40:22.368318+00:00,6.04,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0K6EJ,2023-12-23T10:40:22.316317+00:00,5.47,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0R7VK,2023-12-23T10:40:22.264178+00:00,6.19,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0X98M,2023-12-23T10:40:22.206626+00:00,6.07,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S02ANN,2023-12-23T10:40:22.151045+00:00,6.44,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S07C2P,2023-12-23T10:40:22.090977+00:00,4.8,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0CDFQ,2023-12-23T10:40:22.022058+00:00,6.41,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0HEWR,2023-12-23T10:40:21.966494+00:00,6.01,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0PG9S,2023-12-23T10:40:21.911098+00:00,6.55,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0VHPT,2023-12-23T10:40:21.854135+00:00,6.12,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S00K3V,2023-12-23T10:40:21.775106+00:00,6.17,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S05MGW,2023-12-23T10:40:21.717420+00:00,6.11,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0ANXX,2023-12-23T10:40:21.664979+00:00,6.29,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0FQAY,2023-12-23T10:40:21.609791+00:00,6.29,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0MRQZ,2023-12-23T10:40:21.547393+00:00,6.33,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0ST50,2023-12-23T10:40:21.492298+00:00,6.34,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0YVJ1,2023-12-23T10:40:21.435429+00:00,5.87,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S03WZ2,2023-12-23T10:40:21.374482+00:00,6.4,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S08YC3,2023-12-23T10:40:21.323795+00:00,6.34,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0DZS4,2023-12-23T10:40:21.272691+00:00,7.1,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0K165,2023-12-23T10:40:21.217641+00:00,6.33,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0R2K6,2023-12-23T10:40:21.145461+00:00,6.68,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0X407,2023-12-23T10:40:21.056016+00:00,4.05,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S025D8,2023-12-23T10:40:20.977780+00:00,6.57,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S076T9,2023-12-23T10:40:20.918670+00:00,5.78,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0C87A,2023-12-23T10:40:20.853659+00:00,8.0,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0H9MB,2023-12-23T10:40:20.796264+00:00,6.73,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0PB1C,2023-12-23T10:40:20.735627+00:00,6.49,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0VCED,2023-12-23T10:40:20.669121+00:00,6.49,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S00DVE,2023-12-23T10:40:20.602989+00:00,6.31,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S05F8F,2023-12-23T10:40:20.543002+00:00,7.24,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0AGNG,2023-12-23T10:40:20.484944+00:00,6.67,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0FJ2H,2023-12-23T10:40:20.434093+00:00,5.8,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0MKFJ,2023-12-23T10:40:20.382335+00:00,5.83,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0SMWK,2023-12-23T10:40:20.331769+00:00,6.18,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0YP9M,2023-12-23T10:40:20.252257+00:00,6.07,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S03QPN,2023-12-23T10:40:20.198148+00:00,6.23,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S08S3P,2023-12-23T10:40:20.139943+00:00,7.12,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0DTGQ,2023-12-23T10:40:20.088956+00:00,6.27,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0JVXR,2023-12-23T10:40:20.032696+00:00,7.19,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0QXAS,2023-12-23T10:40:19.979525+00:00,6.54,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0WYQT,2023-12-23T10:40:19.926064+00:00,7.49,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0204V,2023-12-23T10:40:19.872641+00:00,6.62,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S071HW,2023-12-23T10:40:19.819840+00:00,7.52,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0C2YX,2023-12-23T10:40:19.766186+00:00,7.18,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0H4BY,2023-12-23T10:40:19.717280+00:00,6.33,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0P5RZ,2023-12-23T10:40:19.660322+00:00,7.07,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0V760,2023-12-23T10:40:19.594272+00:00,6.47,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S008K1,2023-12-23T10:40:19.482685+00:00,7.62,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S05A02,2023-12-23T10:40:19.415727+00:00,6.63,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0ABD3,2023-12-23T10:40:19.362880+00:00,5.96,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0FCT4,2023-12-23T10:40:19.302326+00:00,5.44,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0ME75,2023-12-23T10:40:19.250458+00:00,5.73,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0SFM6,2023-12-23T10:40:19.199156+00:00,6.61,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S0YH17,2023-12-23T10:40:19.141187+00:00,5.83,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
iss_1HJB45W9G1S03JE8,2023-12-23T10:40:19.069268+00:00,6.82,prj_1HHYZFVGW1S044ZY,Great Plains Organic Waste Sequestration,01P4,OVER_ONE_THOUSAND_YEARS,United States of America,USA,VALIDATED,Vaulted Deep,BiCRS,Biomass Carbon Removal and Storage
